,Simplified,Pinyin,Meaning
217,一些,yīxiē,"det.: some, a few, a little"
218,必须,bìxū,must
219,文化,wénhuà,"civilization, literacy, acculturation, Kultur, vandalism, cultural, education, schooling, culture"
220,高,gāo,"tall, high "
222,孩子,háizi,"kid, issue, chap, daughter, children, sonny, son or daughter, child, spawn, boy, kipper, son"
223,没有,méiyǒu,"not have, there is not, be without"
224,不能,bùnéng,"must/may/can not, not be allowed"
225,如,rú,"according to, in accordance with, such as, as if, like, for example"
226,开始,kāishǐ,"begin, start"
227,元,yuán,m.[standard] 
229,不同,bùtóng,different
230,仍,réng,"yet, anyway, still"
231,网路,wǎnglù,"WWW, net, network, Internet, meshwork, web, world wide web, mesh, reticulation"
232,日本,rìběn,"Nippon, Cipango, Nihon, Japan, japan, Japanese"
233,用,yòng,with 
235,中心,zhōngxīn,"center, heart, hub"
236,来,lái,"come, arrive "
238,对,duì,right; correct 
240,虽然,suīrán,"conj.: though, although"
241,重要,zhòngyào,"important, significant, major"
242,地方,dìfāng,"country, soil, terrain, part, clime, way, territory, room, neighbourhood, tinderbox, locality (as distinct from the central administrat, child, tract, province, position, respect, where, region, space, place, local"
243,进行,jìnxíng,"be in progress, go on, carry on/out"
244,关系,guānxì,"relation, bearing, impact, membership credentials, ""backdoor connections"""
245,市场,shìchǎng,"bourse, bazar, marketplace, grocery store, agora, bazaar, securities industry, grocery, piazza, plaza, rialto, mart, pitch, market"
246,太,tài,"excessively, too, extremely, very"
247,老师,lǎoshī,"rabbi, professor, swami, instructor, teacher, mast"
248,提供,tígōng,"feed, offer, put_up, afford, proffer, set_up, capitalize, bring_forward, sponsor, extend, ply, provision, sustain, equip, supply, cough_up, bear, render, furnish, cater, billet, provide"
249,学校,xuéxiào,"seminary, schoolhouse, educational institution, school, institution"
250,应该,yīnggāi,"should, ought to"
251,指出,zhǐchū,"point, point_out, catch_out, bespeak, indicate, denote, point out (that), note, show, designate, point out"
252,经济,jīngjì,"economy, financial condition, income"
253,其他,qítā,"det.: others, the rest, other, else"
254,家,jiā,"family, household, home, house "
256,发展,fāzhǎn,"develop, expand, grow"
257,教育,jiàoyū,education
258,成为,chéngwéi,"find, join, comprise, turn to, commemorate, sample, entomb, come_up, commence, get hold, learn, add up, necessitate, run, make up, constitute, make, form, come, amount, represent, fall, presage, change, be, turn, turn into, become, line up, come up, shape, portend, foretell, get"
259,多,duō,"many, much, more, more than the correct/required number, excessive, too much, much/far more "
261,非常,fēicháng,"extraordinary, unusual, special, very, extremely, highly"
262,便,biàn,"as early as, soon afterwards, little as, as early, and then, and so, so, as early/little as, as little as, then, in that case"
263,方面,fāngmiàn,"side, aspect, sector, part, light, facet, behalf, way, respect, direction, bearing, field, phase, sphere, angle, hand"
264,很多,hěnduō,det.:
265,吃,chī,"feed, have, be subject to, absorb, chow, live on, eat, have one's meals, be a strain, exhaust, fare, take in, live off, annihilate, wipe out, partake, suffer, ingest, consume, graze, lunch, manducate, incur, take, get, use up, make, taste, soak up "
267,然后,ránhòu,"therewith, and so, and_then, and then, thereupon, after that, so, then, with that"
268,未,wèi,"or not (at end of sentence), have not yet, or not, not "
270,发现,fāxiàn,"find, discover"
271,电脑,diànnǎo,"electronic computer, computery, data processor, information processing system, computer"
272,一样,yīyàng,"same, equal, similar"
273,而且,érqiě,"conj.: furthermore, and"
274,心,xīn,"heart, mind, feeling, center, core "
276,不过,búguò,"conj.: but, however, only"
277,无法,wúfǎ,"nohow, unable to, unable, cannot"
278,企业,qǐyè,"proposition, business enterprise, business organization, business concern, concern, commercial enterprise, endeavour, endeavor, industry, business, project, corporation, enterprise"
279,正,zhèng,"precisely, punctually "
281,服务,fúwù,"be in the service of, serve"
282,较,jiào,"rather, quite, relatively, more "
284,不会,búhuì,won't
285,台湾,táiwān,Taiwan
286,曾,céng,"once, ever, before"
287,吗,mā,particle: calling for agreement or disagreement
288,空间,kōngjiān,"elbow room, allowance, margin, roomage, open air/sky/space, road, leeway, way, open air, sheets, room, tolerance, opening, clear, sky, spacial, interspace, vacuity, spatial, dimension, open sky/space, space, place, vacuum"
289,看到,kàndào,"view, receive, ken, observe, lamp, catch, see, take in, watch, chatter away, lay_eyes_on, boast, brag, shoot the breeze, spy, catch sight of, catch sight of"
290,五,wǔ,det.: five 
292,如何,rúhé,how
293,国内,guónèi,"interior (of country), interior, home, intestine, internal, domestic"
294,们,men,pluralizer after pronouns and nouns of persons
295,无,wú,"not have, there is not"
296,对于,duìyú,"in regard) to, toward, at, for"
297,以及,yǐjí,"conj.: as well as, along with, and"
298,之后,zhīhòu,"later, behind, at the back of, after"
299,可是,kěshì,"conj.: but, yet, however"
300,当,dāng,"when, while "
302,人员,rényuán,"strength, personnel, force, staff"
303,比,bǐ,compared with 
305,先,xiān,"earlier, in advance, before"
306,产品,chǎnpǐn,"baby, brand, output, product, produce, end product, merchandise, fruitage, growth, manufacture, wares, production"
307,资讯,zīxùn,"stuff, message, information, news, info"
308,资料,zīliào,"food, source, info, means, data, information, material, datum, data point, matter"
309,比较,bǐjiào,"relatively, fairly"
310,先生,xiānshēng,"doctor of Chinese medicine, Don, mulla, Ms., sir., teacher, gentleman, gospodin, Signor, signor, fortune-teller, babu, baboo, Herr, Mister, bey, mister, bwana, husband, siree, buckra, sirrah, senor, guv, sahib, Mr., rabbi, don, signore, Dan, sir, m'sieur, effendi, Tuan, baas, Monsieur, lording, monsieur, doctor, Mr, milord, Mynheer, signior, esquire, bookkeeper, Senor, rabboni, Senhor, sieur, sen"
311,地,dì,"the earth, land, soil, fields, ground, place, position, background, distance "
313,除了,chúle,"except, besides"
314,大陆,dàlù,Ch. mainland
315,需要,xūyào,"need, want, require, demand"
316,像,xiàng,be like 
318,在,zài,indicating an action in progress 
320,给,gěi,"give, give to "
322,岁,suì,"year (for crops), m.[standard], , year of age, year (of age), year, annum, year for crops "
324,请,qǐng,"request, ask (a favor), engage, hire (teacher/etc.), Please..."
325,月,yuè,moon 
327,些,xiē,m.[proximation]
328,名,míng,m.[general]
329,另,lìng,det.: another 
331,若,ruò,"conj.: if, as if"
332,亦,yì,"also, too "
334,地区,dìqū,"section, country, area, latitude, zone, terrain, parts, locality, sector, province, prefecture, region, district, faubourg"
335,技术,jìshù,"mechanics, know-how, prowess, science, Minerva, superior skill, art, competence, technology, craft, craftsmanship, skill, education, technique, artistry, engineering, technological, equipment, technical"
336,至,zhì,"to, until, till "
338,特别,tèbié,"unusual, specially"
339,其实,qíshí,"as a matter of fact, actually, in fact"
340,国际,guójì,international
341,不要,búyào,"never, noway, don't want, don't (do sth.)"
342,发生,fāshēng,"happen, occur, take place"
343,参加,cānjiā,"join, attend, take part in, give (advice/etc.)"
344,一定,yīdìng,must
345,其中,qízhōng,"among, of them, in it, among them, which, them, det.: it, in, in which"
346,问,wèn,"ask, examine, question, interrogate "
348,台北,táiběi,"capital of Nationalist China, capital of Republic of China on Taiwan, Taipei"
349,包括,bāokuò,"consist_of, consist of, subtend, embrace, comprise, incorporate, embody, involve, count, subsume, take_in, comprehend, incorporation, include, comprize, run, cover, package, consist in"
350,讲,jiǎng,"discourse, utter, talk, negotiation, make clear, negotiate, parley, pay attention to, speak, syllable, discuss, explain, tell, be particular about, explanation, interpretation, interpret, relate, discussion, stress, mouth, say, remark, verbalize "
352,造成,zàochéng,"make_for, give rise to, create, set_up, strike, creation, cause, contribute, bring_about, procure, give, bring about, cut_out, necessitate, shape, present, bring_forth, generate, yield, make, breed"
353,看,kàn,"think, consider "
355,像,xiàng,"be like, resemble "
357,常,cháng,"often, usually, frequently "
359,即,jí,"at present, in the immediate future, then, promptly, at once"
360,喜欢,xǐhuān,"like, love, be fond of, be happy/elated"
361,去,qù,"go, go to "
363,没,méi,not
364,出现,chūxiàn,"appear, arise, emerge"
365,政治,zhèngzhì,"paternalism, trouble, government, policy, political relation, political science, polity, politics, political affairs, political"
366,话,huà,"words, thing, language, tongue, talk, speech, spoken_language, conversation, utterance, expression, story, tale, saying, natural language, sayings, word"
367,走,zǒu,"scram, travel, foot, go away, evaporate, ankle, waltz, step, bugger off, etc., go through, leave, leak, run, buzz off, leg, pad, fork, visit, go, escape, lose flavor, work, call on, strike, sashay, trace, pursue, gang, lose shape/etc., get_along, come_along, walk, hoof it, lose flavor/shape/etc., leg it, let out, shape, drive, cover, take, get, hoof, move "
369,单位,dānwèi,"department, unit, denomination, module, building block, unit of measurement, monad, unit (in measurement or organization)"
370,一直,yīzhí,"e'er, away, continuously, all the way, right, forever, all_along, always, the whole way, all along, straight, slap, through, ever, evermore"
371,吧,ba,particle: used to show mild imperative or uncertainty
372,是否,shìfǒu,"whether or not, is it so or not"
373,当然,dāngrán,"certainly, of course"
374,整,zhěng,det.: exact 
376,处理,chǔlǐ,"handle, deal with, dispose of, process"
377,历史,lìshǐ,"past records, historical, history"
378,了解,liǎojiě,"understand, comprehend, find out, acquaint oneself with"
379,那,nà,"then, in that case"
380,怎么,zěnme,how
381,机会,jīhuì,"scouth, occasion, good luck, hap, liberty, fortune, opportunity, chance, joss, hazard, happy chance, probability, luck, scope, room, break, turn, opening"
382,家,jiā,m.[general] 
384,听,tīng,"hear, list, hearken, obey, obedience, listen, heed, administer, let, allow, hark"
385,所有,suǒyǒu,det.: all
386,只要,zhǐyào,"conj.: so long as, provided"
387,朋友,péngyou,"amigo, connections, kith, friend, boy, crony, ami, boy/girl friend, companion, mate, boy friend or girl friend, compadre, boy friend, Mac, paisano, matey, old_boy, sport, folks, pard, hearty, Kamerad, cocker, cobber, girl friend, pardner, company"
388,令,lìng,"make, cause "
390,甚至,shènzhì,"even (to the point of), so much so that"
391,用,yòng,"use, employ, apply, eat, drink, spend "
393,真,zhēn,"really, truly, indeed, clearly"
394,六,liù,det.: six 
396,呀,ya,"particle: replacing 啊 when preceding word ends in a, e, i, o, or (y)u; used in direct address and exclamation; indicating obviousness/impatience/suggestion; used for confirmation"
397,情况,qíngkuàng,"event, things, state of affairs, circumstantiality, case, circumstances, way, plight, experimental condition, streak, military situation, matter, condition, mood, circumstance, context, occasion, thing, instance, affair, shape, situation, juncture, consideration"
398,还是,háishì,"still, nevertheless"
399,钱,qián,"copper coin, cash, money, fund, sum "
401,方法,fāngfǎ,"know-how, plan, attack, system, stepping-stone, manner, method, gateway, idea, measure, way, guise, key, wise, quomodo, plan of attack, tack, machinery, process, avenue, modus, how, means, channel, gate, approach, agency, gamesmanship, mode, medium, sort"
402,点,diǎn,m.[proximation] 
404,任何,rènhé,"aught, det.: any"
405,经验,jīngyàn,experience
406,艺术,yìshù,"beaux-arts, aesthetical, artistic production, artistic, ars, art, academy, aesthetic, artistic creation, skill, craft, artistry, esthetic"
407,你们,nǐmen,"you, you (plural), you-all"
408,十,shí,det.: ten 
410,主要,zhǔyào,"main, chief, principal, major"
411,妈妈,māmā,"mummy, mammy, ma, mother, mamma, mum, mommy, female parent, mom, Mama, mater, mama, momma"
412,增加,zēngjiā,"increase, raise, add"
413,提出,tíchū,"put forward, pose, raise"
414,为什么,wèishéme,"why, why?, how come, why is it that?, whereat, whereto"
415,以,yǐ,"conj.: in order to, so as to"
416,您,nín,you 
418,计画,jìhuà,"plan, project, program"
419,作,zuò,"do, make, rise, write, compose, pretend, affect, feign "
421,利用,lìyòng,"use, utilize, take advantage of, exploit"
422,东西,dōngxī,"thing, creature"
423,在,zài,"exist, live, be at/in/on, depend on, rest with "
425,条,tiáo,"bar, item, short note, a long narrow piece, streak, clause, stripe, sth. long and narrow, filet, m.[general], , article, strip, assize, twig, ingot, slip "
427,设计,shèjì,"design, plan"
428,找,zhǎo,"look for, seek, call on, approach "
430,之间,zhījiān,"among, between"
431,成长,chéngzhǎng,"grow up, mature"
432,能够,nénggòu,"can, able, would, may"
433,决定,juédìng,"decide, resolve, make up one's mind, determine"
434,学习,xuéxí,"study, learn, emulate"
435,谁,shéi,"who, someone, anyone"
436,见,jiàn,"see, be exposed to, become visible, call on, refer to, meet with, appear to be, appear, vide, catch sight of, meet "
438,半,bàn,det.: half
439,时代,shídài,"day, period, a period in one's life, epoch, present time, historical period, time, chapter, period in one's life, modern times, historic period, contemporary world, times, era, modern world, age"
440,完成,wánchéng,"fill in, finish out, fulfil, practice, complete, finish, encompass, clear_up, top_off, cleave, top off, accomplishment, make out, effect, perfective, fulfill, go through, exercise, discharge, fill out, completion, end, run, bring ... to fruition, round_out, achieve, execute, round out, make, cap off, accomplish, practise, follow through, come, finalize, fulfilment, dispatch, bring ..."
441,带,dài,"look after, raise "
443,相当,xiāngdāng,"quite, fairly, considerably"
444,同学,tóngxué,"class fellow, fellow student, condisciple, classmate, schoolmate, schoolfellow, form of address used in speaking to a student"
445,件,jiàn,"correspondence, paper, document, bit, m.[general], , single item, letter, piece "
447,能力,nénglì,"department, potency, ability, acquisition, acquirement, capacity, performance, oomph, sufficiency, energy, competence, accomplishment, size, might, faculty, hand, coequal, efficiency, inner resources, capability, giftie, attainment, capableness, zip, skill, competency, power"
448,别人,biérén,"others, other people, another person"
449,生命,shēngmìng,"breath, god, head, anima, days, organism, blood, life, living thing, skin, longevity, being, vital, life form"
450,下,xià,"below, under, underneath "
452,来,lái,time (since) 
454,场,cháng,m.[event] 
456,会议,huìyì,"synod, moot, conference, board, convocation, soviet, congress, talks, indaba, negotiation, junta, group discussion, convention, meeting place, session, council, rendezvous, colloquy, coming together, powwow, seance, meeting, forum, consultation, roll-up, get-together, assembly"
457,容易,róngyì,easy
458,开发,kāifā,"develop, open up, exploit"
459,民众,mínzhòng,"civil, crowd, masses, populace, rank_and_file, the masses, the masses of the people, the populace, demos, mob, multitude, plebs, commons, the common people, the people, million, public"
460,事情,shìqíng,"proposition, pie, shebang, thing, affair, occasions, undertaking, concern, question, business, schmear, matter"
461,书,shū,"volume, document, style of calligraphy, book, script, letter "
463,事实,shìshí,"mood, circumstance, fact, factual, reality, verity, case, deed, sooth, troth, actuality, truth, matter, matter of fact"
464,有关,yǒuguān,be related
465,自,zì,"from, since "
467,组织,zǔzhī,"tissue, nerve, weave, organization, organized system"
468,言,yán,"say, talk, speak"
469,多,duō,"more than the correct/required number, much/far more "
471,爱,ài,"love, like, be fond of, be keen on, cherish, be apt to"
472,建立,jiànlì,"establish, set up, found"
473,相关,xiāngguān,"cognate, relational, interrelate, associated, be interrelated, relevant, related, be mutually related"
474,均,jūn,"without exception, all"
475,产生,chǎnshēng,"come into being, produce, engender, emerge"
476,多,duō,"det.: more than, much more "
478,业者,yèzhě,"dealer, interest"
479,解决,jiějué,"solve, resolve, settle, dispose of, finish off"
480,完全,wánquán,"completely, fully, wholly, absolutely"
481,的话,dehuà,conj.: if
482,接受,jiēshòu,"receive (honors, have, receive, acknowledge, sweep up, espouse, etc.), come to grips, adopt, embrace, greet, welcome, hook on, seize on, take up, accede, taken, entertain, latch on, buy, fasten on, swallow, imbibe, accept, receive (honors/etc.), undergo, get to grips, take, adapt, acceptance, thole"
483,知,zhī,"tell, notify, inform, be expert in, know, sense, be aware of, administration, notification, administer, be in charge of, realize "
485,约,yuē,"about, around"
486,一般,yībān,"general, ordinary, common"
487,推动,tuīdòng,"push forward, promote"
488,过程,guòchéng,"unconscious process, mechanism, process, act, round, course"
489,管理,guǎnlǐ,"manage, supervise, take care of"
490,功能,gōngnéng,"functional, niche, function, competence, capacity, anatomy"
491,手,shǒu,hand 
493,打,dǎ,"generalized verb of doing with specific meaning determined by its object, strike, hit, fight, construct, forge, mix "
495,水,shuǐ,"water, H2O, liquid, bubble, a general term for rivers, lakes, seas, etc., Shiu, waters, aqueous, Aquarius, river, Surname, blister, drink, eau, aqua"
496,要求,yāoqiú,"request, demand"
497,小朋友,xiǎopéngyǒu,"child (adult address to child), little boy, children, little boy/girl, girl, little girl, little boy or girl, child"
498,教授,jiàoshòu,professor
499,难,nán,"make difficulties, take to task, put ... into a difficult position, disagreeable, make difficult, unpleasant, hard, difficult, troublesome, blame"
500,我国,wǒguó,our country
501,告诉,gàosù,"tell, preach, notify, impart, inform, represent, apprize, send word, share, advise, give notice, apprise, assure, let know"
502,内容,nèiróng,"subject_matter, content, cognitive content, internal, contents, mental object, meat, substance, matter, lining"
503,结果,jiéguǒ,"result, outcome, consequence"
504,调查,diàochá,"investigate, look into, survey"
505,家庭,jiātíng,"hearthstone, background, fireside, establishment, household, hearth, domestic, hearthside, menage, home, family unit, family, house"
506,成立,chénglì,"found, establish, be tenable, hold water"
507,选择,xuǎnzé,"select, opt"
508,经营,jīngyíng,"manage, run, engage in"
509,然而,ránér,"conj.: even so, but"
510,父母,fùmǔ,"parental, parents, father and mother, folks"
511,写,xiě,"description, bewrite, direct, describe, pencil, draw, paint, inscribe, write, depiction, write_out, throw_off, depict, address, author, screeve, word, compose "
513,人类,rénlèi,"man, wight, human_being, human, human race, mankind, individual, human species, Homo_sapiens, populace, creature, hominid, world, mortality, microcosm, humans, humanitarianism, humanity, humanness, human beings/species, people, species, humankind, human beings, public, mortal"
514,至于,zhìyū,as for/to
515,买,mǎi,"pick up, invest, hire, buy, purchase, put_down, trade, get "
517,尤其,yóuqí,especially
518,配合,pèihé,"coordinate, cooperate"
519,进入,jìnrù,"go_into, get_in, debouch, get in, go into, move into, come_into, pass, step_in, lapse, get_into, set in, go in, get into, kick in, penetrate, intromission, pierce, come_in, come in, enter, entry, sink, impenetrate"
520,例如,lìrú,"for instance/example, e.g., such as"
521,得,děi,"should be, need "
523,讨论,tǎolùn,"to discuss, to take something up with someone, to talk about"
524,依,yī,"according to, judging by "
526,作品,zuòpǐn,"writing, musical composition, whole kit and caboodle, works (of literature, artwork, kit and caboodle, product, whole works, creation, full treatment, kit and boodle, whole kit and boodle, works (of literature/art), composition, thing, piece of music, workpiece, output, art), written material, opus, whole shebang, whole caboodle, production, whole kit, piece, workmanship, wo"
527,情形,qíngxíng,"circumstance, trimness, event, trim, instance, state of affairs, case, circumstances, status, situation, condition"
528,资源,zīyuán,"resource, natural resources, mine, resources"
529,原因,yuányīn,"origin, causation, reason, wherefore, causal, breeder, spore, cause, causal agent, whence, causal agency, occasion, root, subject, causality, why, starter"
530,啦,lā,particle: used when informing sb. of st.; indicating excitement/doubt/comfort/etc.
531,妳,nǐ,you(female) 
533,运动,yùndòng,"sports, athletics, exercise, movement, campaign"
534,观念,guānniàn,"conception, intension, theory, philosophy, idolum, connotation, idea, sense, presentation, notion, concept, construct, intellection, presentment, thought, notional, conceit"
535,给,gěi,"for, for the benefit of, by (in passive cons.) "
537,软体,ruǎntǐ,software
538,品质,pǐnzhí,"calibre, appraisal, caliber, character, self, intrinsic, brew, quality, timber, sort"
539,经过,jīngguò,"pass, go through, undergo"
540,如此,rúcǐ,"thus, like this, such"
541,嗯,ēn,"O.K., How come, Huh, What, Why, Agreed!, well, um"
542,精神,jīngshén,"god, guts, heart, pneuma, consciousness, vigor, life, energy, vim, courage, esprit, moral, get-up-and-go, ginger, vitality, Psyche, psyche, spunk, gumption, juice, sand, mind, mental, mens, mickey, mettle, nature, grit, oomph, genius, vigour, substance, psychic, backbone, nous, nerve, pazazz, essence, pep, spirit, inward, drive, push, soul, gist"
543,影响,yǐngxiǎng,influence
544,之,zhī,"it, him, her, this "
